id_caso,anio,mes,dia,codigo_dane_de_municipio,municipio,departamento,region,modalidad,presunto_responsable,descripcion_presunto_responsable,abandono_o_despojo_forzado_de_tierras,amenaza_o_intimidacion,ataque_contra_mision_medica,confinamiento_o_restriccion_a_la_movilidad,desplazamiento_forzado,extorsion,lesionados_civiles,pillaje,tortura,total_victimas_caso,forma_vinculacion,tipo_vinculacion,latitud_longitud,anio_valido,mes_valido,dia_valido,decada,latitud,longitud,alto_impacto,total_hechos
317.861,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,ELN,0,0,0,0,0,0,0,0,0,2,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,1,0
317.863,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,2,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,1,0
317.865,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,2,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,1,0
317.867,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,4,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,1,0
317.871,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,2,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,1,0
317.898,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,2,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,1,0
317.899,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,2,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,1,0
317.901,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,2,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,1,0
317.902,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,2,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,1,0
317.904,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,2,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,1,0
317.906,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,4,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,1,0
317.91,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,4,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,1,0
317.914,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,ELN,0,0,0,0,0,0,0,0,0,4,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,1,0
317.918,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,5,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,1,0
317.923,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,5,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,1,0
317.928,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,2,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,1,0
317.93,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,2,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,1,0
317.932,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO POSDESMOVILIZACIÓN,URABEÑOS/AUTODEFENSAS GAITANISTAS DE COLOMBIA/ÁGUILAS NEGRAS/CLAN ÚSUGA,0,0,0,0,0,0,0,0,0,2,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,1,0
317.934,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,2,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,1,0
317.936,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,ELN,0,0,0,0,0,0,0,0,0,2,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,1,0
317.939,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,2,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,1,0
317.941,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,2,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,1,0
317.943,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,2,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,1,0
317.945,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,2,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,1,0
317.947,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,8,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,1,0
317.955,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,3,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,1,0
317.958,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,2,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,1,0
317.96,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,2,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,1,0
317.964,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,1,3,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,1,1
317.97,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,4,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,1,0
317.974,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,2,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,1,0
317.979,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,ELN,0,0,0,0,0,0,0,0,0,5,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,1,0
317.984,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,ELN,0,0,0,0,0,0,0,0,0,4,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,1,0
317.988,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,8,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,1,0
318.019,1.995,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,2,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4),1995,,,1990-1999,4.0,-72.0,1,0
318.19,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,2,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,1,0
318.487,0.0,1,17,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,4,COLECTIVO,SIN INFORMACIÓN,POINT (-72 4),,1,17,SIN INFORMACION,4.0,-72.0,1,0
318.509,2.009,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,4,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4),2009,,,2000-2009,4.0,-72.0,1,0
318.522,2.011,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,ELN,0,0,0,0,0,0,0,0,0,2,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4),2011,,,2010-2019,4.0,-72.0,1,0
318.535,2.012,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,2,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4),2012,,,2010-2019,4.0,-72.0,1,0
318.54,2.012,10,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,4,COLECTIVO,RECLUTAMIENTO,POINT (-72 4),2012,10,,2010-2019,4.0,-72.0,1,0
318.546,2.013,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,COACCIÓN,GUERRILLA,FARC,0,1,0,0,0,0,0,0,0,2,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-72 4),2013,,,2010-2019,4.0,-72.0,1,1
318.555,2.013,1,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,COACCIÓN,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,4,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4),2013,1,,2010-2019,4.0,-72.0,1,0
318.559,2.013,10,4,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,2,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4),2013,10,4,2010-2019,4.0,-72.0,1,0
318.561,2.013,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,2,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4),2013,,,2010-2019,4.0,-72.0,1,0
318.567,2.012,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,2,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4),2012,,,2010-2019,4.0,-72.0,1,0
318.57,2.015,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,COACCIÓN,GUERRILLA,FARC,0,1,0,0,0,0,0,0,0,2,MÚLTIPLE,RECLUTAMIENTO,POINT (-72 4),2015,,,2010-2019,4.0,-72.0,1,1
318.572,2.015,5,31,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,ELN,0,0,0,0,0,0,0,0,0,3,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-72 4),2015,5,31,2010-2019,4.0,-72.0,1,0
318.575,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,ELN,0,0,0,0,0,0,0,0,0,3,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,1,0
318.602,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,3,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,1,0
318.69,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,ELN,0,0,0,0,0,0,0,0,0,2,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,1,0
395.442,1.999,1,5,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,COACCIÓN,GUERRILLA,NO IDENTIFICADA,0,0,0,0,0,0,0,0,0,2,MÚLTIPLE,RECLUTAMIENTO,POINT (-72 4),1999,1,5,1990-1999,4.0,-72.0,1,0
395.465,2.0,5,1,54810,TIBU,NORTE DE SANTANDER,CATATUMBO,DESCONOCIDA,GUERRILLA,NO IDENTIFICADA,0,0,0,0,0,0,0,0,0,2,INDIVIDUAL,RECLUTAMIENTO,POINT (-72.79925855 8.713507237),2000,5,1,2000-2009,8.713507237,-72.79925855,1,0
395.659,1.997,10,15,50325,MAPIRIPAN,META,ALTILLANURA,DESCONOCIDA,GUERRILLA,NO IDENTIFICADA,0,0,0,0,0,0,0,0,0,2,INDIVIDUAL,SIN INFORMACIÓN,POINT (-71.93805692 3.117523361),1997,10,15,1990-1999,3.117523361,-71.93805692,1,0
395.751,0.0,0,0,05197,COCORNA,ANTIOQUIA,ORIENTE ANTIOQUEÑO,COACCIÓN,GUERRILLA,NO IDENTIFICADA,0,1,0,0,1,0,0,0,0,2,MÚLTIPLE,RECLUTAMIENTO,POINT (-75.16015403 6.005593074),,,,SIN INFORMACION,6.005593074,-75.16015403,1,2
395.802,1.998,12,31,50325,MAPIRIPAN,META,ALTILLANURA,COACCIÓN,GUERRILLA,FARC,0,1,0,0,0,0,0,0,0,2,INDIVIDUAL,RECLUTAMIENTO,POINT (-71.75205089 2.896092649),1998,12,31,1990-1999,2.896092649,-71.75205089,1,1
395.804,2.003,11,1,25823,TOPAIPI,CUNDINAMARCA,ALTIPLANO CUNDIBOYACENSE,COACCIÓN,GUERRILLA,NO IDENTIFICADA,0,0,0,0,0,0,0,0,0,2,INDIVIDUAL,"UTILIZACIÓN EN ACTIVIDADES DOMÉSTICAS, DE TRANSPORTE O MENSAJERÍA",POINT (-74.28963994 5.355688386),2003,11,1,2000-2009,5.355688386,-74.28963994,1,0
395.812,2.0,4,19,68081,BARRANCABERMEJA,SANTANDER,MAGDALENA MEDIO,COACCIÓN,GUERRILLA,ELN,0,1,0,0,1,0,0,0,0,3,MÚLTIPLE,RECLUTAMIENTO,POINT (-73.849313 7.064855),2000,4,19,2000-2009,7.064855,-73.849313,1,2
408.565,2.0,9,25,66594,QUINCHIA,RISARALDA,EJE CAFETERO,COACCIÓN,GUERRILLA,DISIDENCIA EPL,0,1,0,0,1,0,0,0,0,2,MÚLTIPLE,RECLUTAMIENTO,POINT (-75.730431 5.340456),2000,9,25,2000-2009,5.340456,-75.730431,1,2
429.112,2.004,1,0,05034,ANDES,ANTIOQUIA,SUROESTE ANTIOQUEÑO,DESCONOCIDA,GUERRILLA,ERG,0,0,0,0,0,0,0,0,0,2,COLECTIVO,RECLUTAMIENTO,POINT (-75.94128391 5.604993248),2004,1,,2000-2009,5.604993248,-75.94128391,1,0
439.651,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,10,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,1,0
439.66,1.998,6,1,50590,PUERTO RICO,META,ARIARI GUAYABERO,COACCIÓN,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,2,MÚLTIPLE,RECLUTAMIENTO,POINT (-73.42351717 2.925174916),1998,6,1,1990-1999,2.925174916,-73.42351717,1,0
439.663,2.0,6,1,50711,VISTAHERMOSA,META,ARIARI GUAYABERO,COACCIÓN,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,2,MÚLTIPLE,RECLUTAMIENTO,POINT (-73.66652234 2.811616698),2000,6,1,2000-2009,2.811616698,-73.66652234,1,0
439.667,2.006,8,18,68720,SANTA HELENA DEL OPON,SANTANDER,MAGDALENA MEDIO,COACCIÓN,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,1,0,0,0,0,3,MÚLTIPLE,RECLUTAMIENTO,POINT (-73.58206609 6.40890734),2006,8,18,2000-2009,6.40890734,-73.58206609,1,1
439.688,1.997,1,1,05042,SANTA FE DE ANTIOQUIA,ANTIOQUIA,OCCIDENTE ANTIOQUEÑO,COACCIÓN,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,2,MÚLTIPLE,RECLUTAMIENTO,POINT (-75.90426658 6.535711576),1997,1,1,1990-1999,6.535711576,-75.90426658,1,0
439.717,2.003,6,1,25823,TOPAIPI,CUNDINAMARCA,ALTIPLANO CUNDIBOYACENSE,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,2,MÚLTIPLE,RECLUTAMIENTO,POINT (-74.28963994 5.355688386),2003,6,1,2000-2009,5.355688386,-74.28963994,1,0
439.748,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,4,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,1,0
439.751,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,ELN,0,0,0,0,0,0,0,0,0,2,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,1,0
439.752,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,3,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,1,0
439.759,2.001,8,9,23807,TIERRALTA,CORDOBA,URABA,PERSUASIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,2,MÚLTIPLE,RECLUTAMIENTO,POINT (-76.16846678 7.813896829),2001,8,9,2000-2009,7.813896829,-76.16846678,1,0
439.76,1.998,10,8,50590,PUERTO RICO,META,ARIARI GUAYABERO,COACCIÓN,GUERRILLA,FARC,0,1,0,0,1,0,0,0,0,2,MÚLTIPLE,RECLUTAMIENTO,POINT (-73.13780171 2.758083657),1998,10,8,1990-1999,2.758083657,-73.13780171,1,2
439.761,0.0,0,0,50711,VISTAHERMOSA,META,ARIARI GUAYABERO,COACCIÓN,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,9,COLECTIVO,RECLUTAMIENTO,POINT (-73.66652234 2.811616698),,,,SIN INFORMACION,2.811616698,-73.66652234,1,0
439.762,2.003,3,0,50711,VISTAHERMOSA,META,ARIARI GUAYABERO,COACCIÓN,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,5,COLECTIVO,RECLUTAMIENTO,POINT (-73.66652234 2.811616698),2003,3,,2000-2009,2.811616698,-73.66652234,1,0
439.766,2.003,1,20,11001,"BOGOTA, D.C.","BOGOTA, D. C.",AREA METROPOLITANA DE BOGOTA,COACCIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,0,1,0,0,0,0,0,0,0,2,MÚLTIPLE,UTILIZACIÓN EN ACTIVIDADES MILITARES O INTELIGENCIA,POINT (-74.1810727 4.316107698),2003,1,20,2000-2009,4.316107698,-74.1810727,1,1
439.92,0.0,0,0,85001,YOPAL,CASANARE,PIEDEMONTE LLANERO,DESCONOCIDA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,3,MÚLTIPLE,SIN INFORMACIÓN,POINT (-72.394588 5.332863),,,,SIN INFORMACION,5.332863,-72.394588,1,0
439.935,2.006,12,10,73168,CHAPARRAL,TOLIMA,SUR DEL TOLIMA,COACCIÓN,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,2,MÚLTIPLE,RECLUTAMIENTO,POINT (-75.58986634 3.743693084),2006,12,10,2000-2009,3.743693084,-75.58986634,1,0
439.942,1.995,0,0,50680,SAN CARLOS DE GUAROA,META,PIEDEMONTE LLANERO,COACCIÓN,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,5,COLECTIVO,RECLUTAMIENTO,POINT (-73.27583401 3.84761678),1995,,,1990-1999,3.84761678,-73.27583401,1,0
439.944,1.998,11,1,73352,ICONONZO,TOLIMA,SUMAPAZ,COACCIÓN,GUERRILLA,NO IDENTIFICADA,0,1,0,0,1,0,0,0,0,3,MÚLTIPLE,RECLUTAMIENTO,POINT (-74.53964257 4.133276369),1998,11,1,1990-1999,4.133276369,-74.53964257,1,2
439.952,1.999,1,1,05055,ARGELIA,ANTIOQUIA,ORIENTE ANTIOQUEÑO,COACCIÓN,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,2,MÚLTIPLE,SIN INFORMACIÓN,POINT (-75.09469795 5.708114524),1999,1,1,1990-1999,5.708114524,-75.09469795,1,0
439.979,1.994,4,1,66572,PUEBLO RICO,RISARALDA,EJE CAFETERO,COACCIÓN,GUERRILLA,NO IDENTIFICADA,0,1,0,0,0,0,0,0,0,3,MÚLTIPLE,RECLUTAMIENTO,POINT (-76.07359421 5.286295408),1994,4,1,1990-1999,5.286295408,-76.07359421,1,1
439.998,2.001,1,1,52835,SAN ANDRES DE TUMACO,NARIÑO,ANDEN PACIFICO SUR,DESCONOCIDA,GUERRILLA,NO IDENTIFICADA,0,0,0,0,0,0,0,0,0,2,MÚLTIPLE,SIN INFORMACIÓN,POINT (-78.61540963 1.574550638),2001,1,1,2000-2009,1.574550638,-78.61540963,1,0
440.0,2.001,3,7,54810,TIBU,NORTE DE SANTANDER,CATATUMBO,COACCIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,2,MÚLTIPLE,UTILIZACIÓN,POINT (-72.79925855 8.713507237),2001,3,7,2000-2009,8.713507237,-72.79925855,1,0
440.009,2.002,3,5,25297,GACHETA,CUNDINAMARCA,ALTIPLANO CUNDIBOYACENSE,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,2,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.61773287 4.867551134),2002,3,5,2000-2009,4.867551134,-73.61773287,1,0
440.01,2.002,3,17,50590,PUERTO RICO,META,ARIARI GUAYABERO,COACCIÓN,GUERRILLA,NO IDENTIFICADA,0,0,0,0,0,0,0,0,0,2,MÚLTIPLE,RECLUTAMIENTO,POINT (-73.13780171 2.758083657),2002,3,17,2000-2009,2.758083657,-73.13780171,1,0
440.027,2.005,9,16,50568,PUERTO GAITAN,META,ALTILLANURA,DESCONOCIDA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,5,COLECTIVO,SIN INFORMACIÓN,POINT (-71.63157428 4.005034467),2005,9,16,2000-2009,4.005034467,-71.63157428,1,0
440.034,2.007,8,7,18592,PUERTO RICO,CAQUETA,CAGUAN,DESCONOCIDA,GUERRILLA,NO IDENTIFICADA,0,0,0,0,0,0,0,0,0,3,MÚLTIPLE,SIN INFORMACIÓN,POINT (-75.07308627 2.018940891),2007,8,7,2000-2009,2.018940891,-75.07308627,1,0
440.049,2.01,9,1,73675,SAN ANTONIO,TOLIMA,SUR DEL TOLIMA,DESCONOCIDA,GUERRILLA,NO IDENTIFICADA,0,0,0,0,0,0,0,0,0,3,COLECTIVO,SIN INFORMACIÓN,POINT (-75.50991004 3.926088268),2010,9,1,2010-2019,3.926088268,-75.50991004,1,0
440.052,2.011,1,1,86573,PUERTO LEGUIZAMO,PUTUMAYO,BAJO PUTUMAYO,DESCONOCIDA,GUERRILLA,NO IDENTIFICADA,0,0,0,0,0,0,0,0,0,4,COLECTIVO,SIN INFORMACIÓN,POINT (-75.06479327 0.05947197),2011,1,1,2010-2019,0.05947197,-75.06479327,1,0
